longitude,latitude,physical_location,postal_address,hours_of_operation,hiv_capable,details
13.62570,10.73652,FA Settlement sukur,,24hrs,,View
13.58189,10.89119,Chakawa Gubla,,9hrs,,View
13.65073,10.93199,Opp. E.Y.N Church Wagga,,24hrs,,View
13.59116,10.80316,Near Catholic Church Muduvu,,9hrs,,View
13.63241,10.74236,Opp. Catholic Church Wulla kushiri,,8hrs,,View
13.62470,10.72792,Opp. Wulla Mango Primary School,,24hrs,,View
13.2249,9.66653,Near District Head House Belel,,24 hours,,View
13.21896,9.63684,Bungel Village,,8:00am-4:00,,View
13.16621,9.56046,Near Jamtari Primary School,,24 hours,,View
13.15877,10.12277,Humbutudi Along Pakka Road,,24 hours,,View
13.17346,10.17626,Lubum Village,,24 hours,,View
13.12499,10.2059,Near Mbalagi Primary School,,,,View
13.17006,10.13087,Vokuna Near Primary School,,8:00am-4:00,,View
13.1062,9.55187,Boloko Near Primary School,,,,View
13.10308,9.64508,Near Konkol Main Market,,24 hours,,View
13.12776,9.53511,Wuro Kurori,,8:00am-4:00,,View
13.21754,9.99558,Maiha Gari Along Belel Road,,24 hpurs,,View
13.24639,10.00094,Bokken Near Primary School,,8:00am-4:00,,View
13.22689,9.97407,Jaba Jaba Along Belel Road,,8:00am-4:00,,View
13.28067,9.96828,Lugga Babba Near Ardo House,,8:00am-6:00,,View
13.21853,9.99352,Maiha Gari Near District Head Palace,,24 hours,,View
13.21338,10.01407,Nasarawo Maiha Gari Ward,,8:00am-4:00,,View
13.09942,10.09081,Hubare Along Hong Road,,8:00am-4:00,,View
13.13404,10.03902,Manjekin Near Brigde,,24 hours,,View
13.1306,10.0932,Along Hong Main Road,,24 hours,,View
13.09765,10.01599,Near Salma Koli Market,,8:00am-4:00,,View
13.18463,10.06267,Mayo Nguli Ward Maiha Local Government,177 P.O.Box,24 hours,,View
13.27006,10.06387,Bwade Village,,8:00am-4:00,,View
13.23508,10.05464,Dede Near Dede Primary School,,24 hours,,View
13.19875,10.09194,Along Mubi Road Dalehi Ward,,8:00am-4:00,,View
13.18962,10.06507,Along Mubi Road Mayo Nguli Ward,,24 hours,,View
13.1841,10.06251,Toungo Ward Mayo Nguli,,24 hours,,View
13.18313,10.06153,Mayo Nguli Near Main Market,,24 hours,,View
13.20682,10.11955,Furamaane Along Pegin Road,,8:00am-4:00,,View
13.24635,10.09241,Maane OPP. Bwade Main Road,,8:00am-4:00,,View
13.21845,10.12308,Pakka Along Mubi Road,,24 hours,,View
13.19342,10.11511,Pegin Along Pakka Road,,24 hours,,View
13.2011,9.89096,Wuro Ladde Near Main Market,,24 hours,,View
13.1177,9.97073,Kowagol OPP. Primary School,,24 hours,,View
13.23289,9.91596,Wuro Boka Village,,,,View
13.20424,9.89163,Wuro Ladde Near Main Market,,24 hours,,View
13.10579,9.78898,Near Central Mosque Kongoli,,24 hours,,View
13.11351,9.71212,Near Mayo Vamde Primary School,,8:00am-4:00,,View
13.24905,9.74592,Opp. Sorau Primary School,,24 hours,,View
13.14258,10.00756,Along Kowagol Road,,8:00am-4:00,,View
13.18606,9.95208,Tambajam Ward Village,,24 hours,,View
13.23701,9.92422,Wuro Alhaji Along Belel Road,,24 hours,,View
11.89597,9.01923000000005,Near Chief House,,,,View
11.84692,9.07611,Before Goni village,,8: 00 AM - ,,View
11.77277,9.08105,Near Gorobi Primary School,,8: 00 AM -,,View
11.8370971680001,8.74267578100006,,,,,View
11.82516,8.70335000000006,Near Primary School Gangpana,,8: 00 AM -,,View
11.8246600000001,8.62335000000007,Near Gambe Market,,8: 00 AM -,,View
11.91096,8.67695000000003,Along Gambe road,,,,View
11.92388916,8.72192382800006,Near LCCN Sitim,,24 hours,,View
11.8741900000001,8.64329000000004,Before Mai Jimila House Pola kuni,,8: 00 AM -,,View
11.8967285150001,8.66333007800006,Along Gangfada -Pola kanoki road,,8: 00 AM - ,,View
11.92388916,9.11270000000007,Mayo-Belwa road Gengle,,,,View
12.0117187500001,9.15692138600002,Near river side,,,,View
11.81048,9.05989000000005,"Near Primary School, Wakka",,8: 00 AM - ,,View
11.75004,9.17735,After Yelwa market,,,,View
12.00192,8.91484,Near Bura-manga Primary School,,,,View
11.06717,8.05294,"Near Primary School, Dadoru",,8: 00 AM -,,View
11.92388916,8.84268,Tola - Bura-manga road junction,,8: 00 AM -,,View
11.89516,8.95948,Along Zing road,,,,View
12.06193,8.95168,Along Mayo-Belwa  - Jada road,,,,View
12.07032,8.87730000000005,Along Mararaba - Tola road,,,,View
12.1110839840001,8.90948486300005,Along Mararaba - Jada road,,8: 00 AM -,,View
12.05909,9.05864,"NO. 1 OFF YANKARI ROAD, MAYO-BELWA",,,,View
12.06052,9.05659,Plot 81/82 No. 5 Mai gidan tudu street,,,,View
12.06035,9.05786,Near new Market Mayo-Belwa,"P.O Box 37, Mayo-Belwa",,,View
12.07456,9.08447,Along Mayo belwa -Ngurore road,,8: 00 AM -,,View
12.06436,9.05929,Along Yola - Jalingo ROAD,P.O.Box 54 Mayo-Belwa,,,View
12.05326,9.05935,Near Ardo Mayo-Belwa Palace,,,,View
12.05717,9.05055,Near LCCN,,,,View
12.13674,9.10422,NEAR GARU PRI.SCHOOL,,8:00AM-2:00,,View
12.20763,9.21722,At Jambutu Sabon Gari,,8:00am-2:00,,View
12.13581,9.12283,At Jumtobe Play Ground,,24 hours,,View
12.20098,9.16982,Near GDSS Ndikong,,24 hours,,View
12.05827,9.12507,Near LCCN Church Labbare,,,,View
12.03585,9.07791,"Near Jauro;s house, Ribadu",,,,View
12.04733,9.09678,Near Jauro House,,8: 00 AM -,,View
11.96763,8.76353,NEAR PRI.SCHOOL,,,,View
11.94133,8.74898,NEAR RIVER NYENGBA,,8:00AM-2:00,,View
11.96852,8.76651,"Opposite GDSS Tola, Near MTN Mast",,,,View
11.92725,8.76585,Near Primary Sch,,8:00AM-2:00,,View
12.03892,9.00703,Along Mayo-Belwa - Zing road,,,,View
11.95636,9.00386,Near river Chukkol,,,,View
12.00944,9.01738,"Near Primary School, Mbela",,,,View
13.32639,10.57113,Opposite OLC Bazza,,24HRS,,View
13.28428,10.59306,Near biang market,,6hrs,,View
13.47628,10.54782,Opposite GDSS Futudou,,6.00am-6.00,,View
13.47599,10.57513,Opposite Vwa,,6.00am-6.00,,View
13.47705,10.57513,Opposite Himikeless Primary School,,24HRS,,View
13.49829,10.65832,Adjacent EYN Garta,,6.00AM-6.00,,View
13.49735,10.61579,Opposite Garta Primary School,,24hrs,,View
13.34084,10.57986,Beside Tudun wada,,6.00am-6.00,,View
13.28428,10.60893,Opposite Kankilia Market,,7.00am-6.00,,View
13.34921,10.58831,Opposite Tudun Wada Primary School,,12hrs,,View
13.32266,10.63308,Near EYN Blashafa,,24HRS,,View
13.29703,10.64901,Opposite GDSSkuburshosho,,24hrs,,View
13.36276,10.60022,Beside GDSS Watu,,12hrs,,View
13.38784,10.61529,0pposite district head house,,24hrs,,View
13.50104,10.62013,Michika  main Market,,12hrs,,View
13.39269,10.61947,Adjacent Central Primary School,,24hrs,,View
13.38368,10.64183,Opposite GDSS Jang,,24hrs,,View
13.39397,10.63035,Opposite LGA Secreteriate,,24hrs,,View
13.40269,10.68509,Opposite Drigimi Primary School,,12hrs,,View
13.45036,10.63661,Adjacent Mbororo Primary School,,24hrs,,View
13.42047,10.64811,Opposite EYN Minkisi,,24hrs,,View
13.42034,10.61605,near Moda Market,,12hrs,,View
13.40509,10.63331,Moda Junction to kamale,,24hrs,,View
13.40205,10.60459,Opposite Muni Primary School,,12hrs,,View
13.42316,10.58172,Opposite EYN Nkafamiya,,42hrs,,View
13.54266,10.64261,Opposite Kamale Primary School,,24HRS,,View
13.5217838,10.4971916,NEAR EYN Church sinagali,,12hrs,,View
13.52688,10.56697,Opposite EYN Sinakwande,,12hrs,,View
13.30853,10.55786,Opposite Police Station Tsukumu,,24hrs,,View
13.32746,10.52714,Opposite Watsila Primary School,,24hrs,,View
13.30967,10.68854,Opposite Dzurok Primary School,,24hrs,,View
13.33328,10.64341,Opposite District Head House,,24hrs,,View
13.42823,10.51804,Near EYN Bokka,,0,,View
13.38353,10.53143,Opposite khouro Primary School,,24hrs,,View
13.35673,10.54521,Opposite catholic Church Tillijo,,24hrs,,View
13.38815,10.55545,Opposite Vih Market,,12hrs,,View
13.40846,10.56183,Adjacent EYN Baku,,12hrs,,View
13.38508,10.58477,Opposite khorvih Primary School,,24hrs,,View
13.41883,10.45856,Near Kasuwa Daura,,24hrs,,View
13.48575,10.42688,Near Thuku Primary School,,12hrs,,View
13.48706,10.46622,Opposite EYN Zahgretia,,24hrs,,View
13.41065,10.25211,Near Palace,,24 hours,,View
13.47978,10.26540,Along Bagira road,,08:00am-06:,,View
13.45225,10.21943,,,08:00am-06:,,View
13.32632,10.50306,,,24hrs,,View
13.28269,10.47308,"Near EYN Church, Kwa",,08:00am-06:,,View
13.34532,10.48880,Dagihel Market,,24 hours,,View
13.22894,10.37323,Along Primary School,,24 hours,,View
13.26262,10.26191,Dowuro,,24 hours,,View
13.26263,10.26210,Opposite Jauro House,,08:00am-06:,,View
13.27036,10.24156,Near Kasuwan Dole,,24 hours,,View
13.28091,10.28235,Adamawa state University Mubi,,24 hrs,,View
13.29279,10.27435,Opposite Marama Jumma'a Mosque,,24 hrs,,View
13.28101,10.28255,Barama Liman House,,24 hrs,,View
13.28020,10.26729,opposite Prison,,24 hours,,View
13.28397,10.26873,Opposite Mubi I Primary School,,24 hours,,View
13.17195,10.16442,PMB 109 Mubi,,24hrs,,View
13.26698,10.26046,Near Wuro Gude Primary School,,24 hours,,View
13.28101,10.43603,Near kotirde Primary School,,08:00am-06:,,View
13.24169,10.44165,Jarengol Road,,24 hrs,,View
13.32596,10.35750,Opposite primary School Muva,,24hrs,,View
13.36549,10.45982,Along Betso Road,,08:00am-06:,,View
13.42054,10.41460,Bakin Rijiya,,24 hrs,,View
13.39302,10.41985,Kiriya road,,24 hrs,,View
13.40057,10.32165,Opposite District Head House,,08:00am-06:,,View
13.45223,10.36342,"Mahura Market, Gurnuba",,08:00am-06:,,View
13.37586,10.35843,Near Muchalla Market,,24 hrs,,View
13.27035,10.24157,Near Mahmuda Kwaccham housr,,24 hrs,,View
13.26690,10.27017,Bakin Lambatu,,24 hrs,,View
13.34110,10.27781,Near Jauro House,,08:00am-06:,,View
13.32445,10.34915,Muchalla junction,,24 hrs,,View
13.30806,10.32241,Mbomba vimtim,,24 hrs,,View
13.23582,10.27332,Madina Arhan kunu,,24 hrs,,View
13.27947,10.27041,Inside New Market,,08:00am-06:,,View
13.27046,10.24156,Anguwan rami,,24 hrs,,View
13.408610,10.198994,Near Catholic Church Dirbishi,,24hrs,,View
13.44388,10.16264,Near Gandira Primary School,,18hrs,,View
13.3696800000001,10.14964,Opposite Bohole Chaba,,18hrs,,View
13.3457031250001,10.133117676,Near Duvu Central Mosque,,24hour,,View
13.39903,10.11587,Opposite Police Station,,18hrs,,View
13.302124024,10.1569213870001,After Gella Central Football Field,,24hrs,,View
13.299682617,10.1708984370001,"Opposite Government Day Secondary School Malluha, Gella",,18hrs,,View
13.3081500000001,10.19733,After Ardo Gude Resident,,24Hours,,View
13.29409,10.19056,Along Gella Road,,18hrs,,View
13.32281,10.21831,"Behind Monduva Secondary School, Monduva",,24Hour,,View
13.287902832,10.2077026370001,After Ngavahi Center Mosque,,18hrs,,View
13.28446,10.26565,Near Wuropatuji Primary School,,18hrs,,View
13.3023071280001,10.090881348,"Near Kinga Government Day Secondary School, Kwaja",,8hrs 7:00-2,,View
13.3048706050001,10.1068725590001,Opposite Tsaga Abdullahi Kwaja Resident,,8hrs 7:00-2,,View
13.31191,10.10663,After Kwaja Government Day Secondary School,,24hrs,,View
13.23643,10.26732,Opposite NDLEA office,,8hrs 7:00 t,,View
13.26212,10.25245,Near Jauro Njidda Salatu Resident,,8Hrs 7:00 a,,View
13.25613,10.24321,Before Dekit Construction Yard,,24Hrs,,View
13.26712,10.23416,At Malangacha Central,,8hrs 8:00AM,,View
13.25317,10.25589,"Along Barrack Road, Mubi",,24hrs,,View
13.223510742,10.1779174800001,"Along Maiha Road,Bajaule",,8hrs 8:00AM,,View
13.25359,10.20171,Girji,,8hrs 8:00AM,,View
13.23878,10.19459,"Behind Government Day Secondary School, Muda",,24hrs,,View
13.22339,10.19997,Near Central Mosque Mugulbu,,24hrs,,View
13.19053,10.21183,Beside Central Mosque Yadafa,,8hrs,,View
13.3635253900001,10.216125489,Near Catholic Church Baguna,,8hrs 8:00AM,,View
13.30859,10.26388,Near Madanya Primary School,,8hrs,,View
13.352957,10.18244,"Opposite Primary School, Mujara",,24hrs,,View
13.41589,10.14232,Along Bukula Road Sahuda,,24hrs,,View
13.335510254,10.259094238,"Near Primary School, Yewa",,8hrs,,View
13.27368,10.26258,Behind Former NITEL Office Mubi South,,24hrs,,View
13.27003,10.26355,"Along Ahmadu Bello Way, After Social Welfare Office, Mubi",,24hrs,,View
13.28238,10.24767,"After Sebore Primary School, Gella Road",,24hrs,,View
13.26972,10.26116,"Former NYSC Lodge, Wuro-Bulude",,8hrs 8:00AM,,View
13.2307128910001,10.149475098,Near Ayuwa Primary School,,8hrs 8:00AM,,View
13.28798,10.07573,Near Beta Primary School,,8hrs 8:00AM,,View
13.19648,10.15959,Near Dubu-Dubu Primary School,,8hrs 8:00AM,,View
13.22161,10.15088,Before Kagi'i Baptist Church,,24hrs,,View
13.20699,10.13672,"Near  Primary School, Kwadankin",,8hrs 8:00AM,,View
13.24911,10.10606,Behind LCCN Church Nduku,,8hrs 8:00AM,,View
13.2573242190001,10.147277832,Tsaranyi Down,,8hrs 8:00AM,,View
12.04358,9.59426,Bare,,24hrs,,View
12.02087,9.54370,Anguwa LALA,,8AM-6PM,,View
12.01470,9.60247,Ubandoma Fulani,,8AM-6PM,,View
11.60538,9.36481,,,6hrs,,View
11.6242,9.3841,,opp L.C.C.N NZUMOSU,,,View
11.6611,9.4002,,,6hrs,,View
11.67407,9.46520,After Primary school Gamadio,,24hrs,,View
11.58270,9.41369,tunga ladan,,8AM-6PM,,View
12.01727,9.48682,,opp primary school imburu,24hrs,,View
11.86162,9.50058,Lamurde road,Lamurde road,8AM-6PM,,View
12.01794,9.52041,Opp kasuwan Ngbalang,,24hrs,,View
11.98646,9.50216,zangun,zangun,24hrs,,View
11.83947,9.46630,Byamti,,8AM-6PM,,View
11.98327,9.47552,Beform primary school kikon,,8AM-8PM,,View
11.93029,9.45611,opp C.A.C Kodomti,,8AM-8PM,,View
11.91679,9.45940,Opp CAC Shaforon,,24hrs,,View
12.03019,9.45931,Beform GSS Numan,,24hrs,,View
12.03570,9.45812,0pp GSS NUMAN,,8AM-6PM,,View
12.02451,9.46333,Anguwa sarki banka,,24hrs,,View
12.02310,9.46059,Pare road,,8AM-6PM,,View
12.02587,9.46728,Anguwa mallam sani,,8AM-6PM,,View
12.02007,9.46608,old market,,24hrs,,View
12.02972,9.5235,ANGUWA GAGANRE,,8AM-6PM,,View
12.03075,9.46576,Opp makera,,24hrs,,View
12.03301,9.46721,Opp makwada,,,,View
11.99487,9.43450,JANLIGO ROAD,,8AM-6PM,,View
12.03312,9.46842,OPP post office numan,,24hrs,,View
12.03087,9.45234,OPP Gwada mallam primary school numan,,24hrs,,View
12.03199,9.462095,INSIDE GENERAL HOSPITAL NUMAN,,8AM-6PM,,View
12.03590,9.46276,Opp first Bank Numan,,24hrs,,View
12.1181,9.2650,KASUWA Table wayam,,8AM-8PM,,View
12.0366,9.45937,GOMBE ROAD,,24hrs,,View
11.78449,9.44226,Opp L C C N Gbalapun,,8AM-8PM,,View
11.75559,9.44907,Opp primary school salti,,8AM-8PM,,View
11.72416,9.45855,Opp vulpi development area,,24hrs,,View
12.17144,9.85119,Opposite Primary School Bakta,,24hrs,,View
12.13254,9.88212,Close to Jimbo Primary School,,24hrs,,View
12.14923,9.83567,Near Jauro Jonkolo's House,,,,View
12.05576,10.00825,Bodwai - Karlaje Road,,24hrs,,View
12.09902,10.05633,Near Bolama Primary School,,08:00am - 0,,View
12.04844,9.96837,Close to Dalwa Main Grave Yard,,24hrs,,View
12.18823,9.95214,Opposite Gwakta Primary School,,08:00am - 0,,View
12.07386,9.97811,"Jalingo - Bodwai Road, Jalingo",,08:00am - 0,,View
12.06762,9.91673,Near Riwiriwi Market,,08:00am - 0,,View
12.02896,9.69524,Wuroyanka - Kiri Road Junction,,24hrs,,View
12.05147,9.63396,,,08:00am - 0,,View
12.03103,9.69974,"Kiri - Shelleng Road, Gundo.",,08:00am - 0,,View
11.9773,9.64921,,,24hrs,,View
11.99083,9.64471,Kurungu Road,,08:00am - 0,,View
12.07929,9.66765,Near Primary School Lababiri,,24hrs,,View
12.16414,10.25311,Gwapopolok Town,,08:00am - 0,,View
12.05018,10.04332,Close to Karlaje Health Clinic,,24hrs,,View
12.04844,10.04218,Karlaje Entrance Road,,24hrs,,View
12.10778,10.11167,Gwapopolok Road,,08:00am - 0,,View
12.1188,10.16482,Nafada - Gwapopolok Road,,08:00am - 0,,View
12.08992,9.87816,Birabira Town Entrance From Jamali Road,,08:00am - 0,,View
12.04134,9.86007,"Close to Donge Water Tank, Kiri - Shelleng Road",,08:00am - 0,,View
12.05546,9.80353,"Opposite Gombeyel Market, Kiri - Shelleng Road",,08:00am - 0,,View
12.08067,9.86079,"Jamali - Birabira Road, Jamali",,24hrs,,View
12.14099,9.85119,Jonkolo Njamri Town,,8:00am - 6:,,View
12.10303,9.81444,Opposite GDSS Kula,,24hrs,,View
12.08061,9.84375,"Close to Yorrong - Kula Road, Yorrong",,08:00am - 0,,View
12.03178,9.09765,Opposite Former Sen. Ahmed Hassan Barata House,,24hrs,,View
12.02056,10.02309,Bodwai - Labau Road,,24hrs,,View
11.99027,9.95723,Near Primary School Ketembere,,24hrs,,View
12.01534,10.05165,"Opposite Labau Primary School, Labau",,08:00am - 0,,View
12.00381,9.683072,"At the left hand side after Kiri Dam, Kiri Road",,24hrs,,View
11.98833,9.68699,Near Fueling Station Kiri Road,,24hrs,,View
11.99668,9.68736,Close to Kiri River Damp,,08:00am - 0,,View
12.01559,9.67259,Upper Benue Quarters,,08:00am - 0,,View
12.13656,9.69748,Wuroyanka - Kate Road,,08:00am - 0,,View
12.1231,9.73501,Close to Kambilam Water Source (Borehole),,08:00am - 0,,View
12.17542,9.70723,GDSS Kate,,24hrs,,View
12.08343,9.68343,Before Primary/Secondary School Wuroyanka,,24hrs,,View
12.01338,9.89095,"Before Postal Office, Shelleng Road",,24hrs,,View
12.02228,9.90176,"Gadam Primary School, Shelleng - Riwiriwi Road",,08:00am - 0,,View
12.02309,9.88463,"Before LGA Secretariat, Shelleng - Kiri Road",,24hrs,,View
12.00774,9.89602,"Near Central Mosque, Shelleng",,24hrs,,View
12.04489,9.94212,Near Tetek Primary School,,24hrs,,View
12.05614,9.79123,"Wuro Ladde - Gombeyel, Shelleng Main Road",,24hrs,,View
12.10247803,9.803100586,Kula Dutse Road,,08:00am - 0,,View
12.07246,9.77796,Lainde Dama - Kambilam Road,,8:00am - 6:,,View
11.97143,9.74965,Near Primary School Talum,,08:00am - 0,,View
12.35825,9.85263,Opposite Batum Primary School,,08:00am - 0,,View
12.33226,9.80547,"Opposite District Head's office, Dirma",,24hrs,,View
12.28778,9.84589,Behind Shiure Market,,08:00am - 0,,View
12.49702,9.77582,"Along Dumne - Song road, Bakka",,08:00am - 0,,View
12.38247,9.79613,"Along Dumne - Dirma road, Koti Mwesere",,24hrs,,View
12.40148,9.77954,"Beside Dumne Market, Dumne",,12hrs 06:00,,View
12.42961,9.77118,"Beside Hombo Prymary / Junior Secondary School Dumne road, Hombo",,10hrs / 08:,,View
12.41233,9.80714,After Dumne new market,,24hrs,,View
12.51683,9.93694,Opposite Gudu Primary / Junior Secondary School,,24hrs,,View
12.51366,9.82471,Behind LCCN church Handa,,8hrs / 08:0,,View
12.7343174,10.0772384,Beside Ardo\s House opposite Guriki Primary School,,24hrs,,View
12.74423,9.68891,"After Pakin Primary School, Pakin",,8hrs / 08:0,,View
12.74105,9.70609,"Beside Ardo's House, Wuro Mallum",,8hrs / 08:0,,View
12.72586,9.76502,"Along Song - Zumo road, Wurode",,24hrs,,View
12.71358,9.74469,Opposite Wuro Daudu Primary School,,24hrs,,View
12.64991,10.00414,Opposite Golontobal primary School,,24hrs,,View
12.5582051,10.0147513,Beside Kesure Primary / Junior Secondary School,,24hrs,,View
12.61684,9.92796,"Opposite Sigire primary / Junior Secondary School,",,24hrs,,View
12.56462,9.78289,Opposite Bolki Primary School,,24hrs,,View
12.62038,9.82088,Opposite Shopping Complex Song,,24hrs,,View
12.62885,9.83366,"Opposite Burawo Primary School, Hayin Gada Song",,24hrs,,View
12.61101,9.84468,"Opposite Gulungo Primary School, Song",,8hrs 08:00a,,View
12.61609,9.81174,"Near Bongo Primary School, Song",,24hrs,,View
12.60475,9.78969,"Near Sabon Loko Market, along  Loko Song road",,24hrs,,View
12.62062,9.81815,Fadde Murke ward Song,P.M.B 1007,24hrs,,View
12.58358,9.76905,"Beside Loko market along Song - Yola road, Loko",,8hrs / 08:0,,View
12.61219,9.74232,"Anguwan Jauro, Didango",,,,View
12.65272,9.78256,"Along Lainde road, Karewa Galamba",,24hrs,,View
12.50196,9.66532,"Opposite Gyawa primary School, Gyawan",,24hrs,,View
12.65275,9.74762,"along Lainde - Song road, Lainde",,8hrs / 08:0,,View
12.72065,9.80854,"Opposite Muleng Primary / Junior Secondary School, Muleng",,24hrs,,View
12.55769,9.65749,"Opposite Bariki-Saijo Market along Yola - Mubi road, Murke",,24hrs,,View
12.55726,9.65331,"Along Yola - Mubi road, Murke",,24hrs,,View
12.37306,9.72437,"Along Dumne - Suktu road, Gberwene",,24hrs,,View
12.44236,9.69674,"Opposite Roma market, Roma",,8hrs / 08:0,,View
12.44615,9.63891,"Behind Salasa Market, Salasa",,24hrs,,View
12.31155,9.69838,"Opposite District Head's Palace, Suktu",,24hrs,,View
12.25946,9.70534,"Along Waltadi - Suktu road, Kukta",,8hrs / 08:0,,View
12.21535,9.82316,Opposite Prambe Primary School,,24hrs,,View
12.23685,9.76969,"Beside District Head's palace, Waltadi",,24hrs,,View
13.0548489,9.9030251,"Along Zumo - Mubi road, Holma",,24hrs,,View
12.94498,9.86048,Opposite Zumo Primary / Junior Secondary School,,24hrs,,View
11.71197,8.32889,,"Gangseini Primary Health Center , Gangseini Town",24hrs,,View
11.80003,8.03301,,"Daduken Primary Health Center, Daduken Town",24hrs,,View
11.74332,8.03305,"Dasu Health Post, Dasu Village","Dasu Health Post, Dasu Village",8am to 2pm,,View
11.83206,8.000781,"Timyeren Health Clinic, Timyeren Village","Timyeren Health Clinic, Timyeren town",6hrs,,View
11.879124,7.914618,"Kilalai Primary Health Center, Kilalai Town","Kilalai Primary Health Center, Kilalai Town",24hrs,,View
12.20409,7.981031,"Tipsan Primary Health Care Center, Tipsan Town","Tipsan Primary Health Care Center , Tipsan Town",24hrs,,View
12.04752,8.07491,"Dalasum Health Clinic, Along Koginbaba Road","Dalasum pRIMARY Health Clinc, Dalasum Village.",24hrs,,View
12.00768,8.09242,"Dgdu Health Post, Dugdu Village","Dugdu Health Post, Dugdu Village Dawo DIstrict",8am to 2pm,,View
11.95444,8.14658,"near District Head House Kiri, Dawo.","kiri Primary Health Center , Kiri Town",24hrs,,View
12.01709,8.12463,Along Kiri Road Mentan Town,"Mentan Primary Health Center, Mentan Town",24hrs,,View
11.92950,8.15863,"Naya Health Clinic,Naya Town","Naya Health Clinic, Naya Town",8am to 2pm,,View
11.991906,8.15376,"Dakeu Health Post, Dakeu Town","Dakeu Health Post,Dakeu Town",8am to 2pm,,View
11.961981,8.24279,"Kudori Health Post,Kudori Village","Kudori Health Post,Kudori Village.",8am to 2pm,,View
12.01088,8.17781,"Taksi Gangteen Health Post, Taksi Gangteen Village","Taksi Ganteen Health Post, Taksi Gangteen Village.",8am to 2pm,,View
12.00212,8.19596,Opposite Timbo Primary School,"Timbo Primary Health Center, Timbo Town",24hrs,,View
12.03364,8.18991,Near Timbukum Primary School,"Timbukum Primary Health Care Center, Timbukum",24hrs,,View
11.53133,7.901914,"Koginbaba Primary Health Center, Koginbaba Town","Koginbaba Primary Health Center, Koginbaba Town.",24hrs,,View
11.683485,7.8670367,Kogin Babab 1 Ward,Primary Health Care Authority Toungo,12hrs,,View
11.59482,7.90831,"Dambara Primary Health Care Center, Dambara","Dambara Primary Health Center, Koginbaba 2",24hrs,,View
11.70429,7.84571,"Sabon Gari Health Post,Sabon Gari Town","Sabon Gari Health Post,Along GUM Road",8am to 2pm,,View
12.04697,8.12344,Opposite Adda Goro Fuel Station Toungo,"cottage Hospital Toungo, Toungo Town",24hrs,,View
12.03523,8.11904,Along Kiri Road Toungo Town,"Dadinkowa Health Post ,Toungo Town",8am to 2pm,,View
12.04391,8.12591,Opposite Executive Chairmans House Toungo Town,Toungo 1 Primary Health Care Center Toungo Town,24hrs,,View
12.10157,8.11799,"Lainde Chitta Health Post ,Lainde Chitta Village",Lainde Chitta Health Post,8am to 2pm,,View
11.98938,7.98253,Along Koginbaba Road Mayo Butali Town,"Mayo Butali Health Post, Mayo Butali Town",8am to 2pm,,View
12.05082,8.11593,"District Head Palace Toungo, Toungo Town","Primary Health Care Center , Toungo Town",24jhrs,,View
12.09532,8.21749,"Opposite Gangzamanu Primary School, Gangzamanu Town","Gangzamanu Primary Health Care Center, Gangzamanu Town",24hrs,,View
12.04089,8.19006,"Along Timbukum Road, Lwan Dakka Village","Lawan Dakka Health Post, Lawan Dakka Village",6hrs,,View
12.14611,8.21059,Near Hon. Adamu Usman G. House Namdu Town,"Namdu Primary Health Clinic, Namdu Town.",24hrs,,View
12.04211,8.177608,Along Ganye Road Taksi Goni Town,"Taksi Goni Health Clinic, Taksi Goni Town",8am to 2pm,,View
12.12452,8.23030,Along Namdu Road Yeliso Town.,"Yeliso Federal Model Health Center ,Yeliso Town",24hrs,,View
12.45887,9.27808,opposite Jimeta central Mosques,,,,View
12.45769,9.26796,No 30 Nepa road Jimeta Yola.,,,,View
12.45349,9.27102,Mubi Road Opposite Gimbo Juniour,,24 hour,,View
12.45536,9.26525,Opposite FMCB Bank,,,,View
12.45062,9.28158,No 123 Mubi Road Jimeta Yola,,,,View
12.44856,9.28481,,,,,View
12.47183,9.25515,Near Govt house yola,,,,View
12.46604,9.25431,opposite Govt House Yola,,,,View
12.47172,9.25653,opposite Govt Girl Secondary Yola,,,,View
12.46304,9.27744,Mayobelwa Road Jimeta Yola,,,,View
12.47492,9.26058,Near ROCKVIEW   HotelJimeta Yola,,,,View
12.46041,9.26082,opposite police roundabout,,,,View
12.45841,9.24138,Along yola road,,,,View
12.40914,9.28782,Along aso Rock road,,,,View
12.41894,9.27038,opposite Damilu primary school.,,,,View
12.42576,9.28648,Behind E Y N Church Jambutu Jimeta Yola,,24Hrs,,View
12.42111,9.28768,Near Jambutu Market,,24 hours,,View
12.43024,9.28522,Gerio Junction Mubi bye pass Jimeta,,,,View
12.41522,9.28319,opposite motor park,,,,View
12.44036,9.26889,Along Galadima Aminu Way,,,,View
12.41786,9.23412,Along Mayo'ine Road Army Barrack,,,,View
12.42442,9.24344,opposite 23rd Army Brigade Barrack,,,,View
12.43938,9.25952,Near Concondia  college Yola,,,,View
12.45264,9.45264,Near Children Home  Jimeta Yola,,,,View
12.45398,9.24066,opposite Dansoho hotel,,,,View
12.44148,9.25785,Ngurore Road,,,,View
12.453357,9.26006,Along Galidama Aminu Away Jimeta Yola,,,,View
12.44969,9.26244,"Along Galadima Aminu Way, opposite police roundabout.",,,,View
12.44685,9.23528,Gibson Jaco Road Yola,,24 hour,,View
12.45506,9.45508,Yola road opposite F C E,,,,View
